date,product_id,product_name,category,cost_price_inr,current_price_inr,units_sold,daily_revenue_inr,daily_profit_inr,current_stock_qty,reorder_level_qty,days_until_expiry,active_discount_pct,predicted_demand_change_pct,price_elasticity_score,recommended_action,supplier_a_name,supplier_a_price_inr,supplier_a_lead_days,supplier_a_rating,supplier_b_name,supplier_b_price_inr,supplier_b_lead_days,supplier_b_rating,is_weekend,is_festival
2026-07-26,P007,School Backpack Blue,Bags,450,799,8,6392.0,2792.0,8,15,,0.0,37.7,0.6,RESTOCK_URGENT,Supplier A (Std Logistics),430.0,3,4.7,Supplier B (Express Supply),440.0,1,4.8,1,0
2026-07-26,P008,Redmi Note 13 (8GB RAM),Electronics,14000,16999,1,16999.0,2999.0,5,5,,0.0,32.1,0.6,HOLD,Supplier A (Std Logistics),13800.0,2,4.9,Supplier B (Express Supply),13900.0,1,4.7,1,0
2026-07-27,P001,Aavin Milk 500ml,Dairy,22,25,30,750.0,90.0,18,50,1,0.0,-5.4,0.6,RESTOCK_URGENT,Supplier A (Std Logistics),21.5,1,4.8,Supplier B (Express Supply),21.0,2,4.2,0,0
2026-07-27,P002,Classmate Notebook 120p,Stationery,70,100,25,2500.0,750.0,12,40,,0.0,35.0,1.4,RESTOCK_URGENT,Supplier A (Std Logistics),68.0,3,4.5,Supplier B (Express Supply),65.0,1,4.9,0,0
2026-07-27,P003,Gel Ball Pen Blue,Stationery,6,10,11,110.0,44.0,250,50,,0.0,-10.0,1.4,HOLD,Supplier A (Std Logistics),5.5,2,4.2,Supplier B (Express Supply),5.8,1,4.6,0,0
2026-07-27,P004,Ponni Rice 5kg,Grocery,280,350,16,5600.0,1120.0,15,30,180,0.0,15.0,0.6,RESTOCK_URGENT,Supplier A (Std Logistics),275.0,2,4.6,Supplier B (Express Supply),270.0,4,4.1,0,0
2026-07-27,P005,Plastic Water Bottle 1L,Household,40,80,5,380.0,180.0,180,20,,5.0,3.9,1.4,APPLY_DISCOUNT,Supplier A (Std Logistics),38.0,3,4.0,Supplier B (Express Supply),35.0,5,3.8,0,0
2026-07-27,P006,Medium Heavy Stapler,Stationery,80,130,1,130.0,50.0,45,10,,0.0,62.5,1.4,HOLD,Supplier A (Std Logistics),78.0,4,4.1,Supplier B (Express Supply),75.0,2,4.4,0,0
2026-07-27,P007,School Backpack Blue,Bags,450,799,3,2397.0,1047.0,8,15,,0.0,7.5,0.6,RESTOCK_URGENT,Supplier A (Std Logistics),430.0,3,4.7,Supplier B (Express Supply),440.0,1,4.8,0,0
2026-07-27,P008,Redmi Note 13 (8GB RAM),Electronics,14000,16999,3,50997.0,8997.0,5,5,,0.0,0.5,0.6,HOLD,Supplier A (Std Logistics),13800.0,2,4.9,Supplier B (Express Supply),13900.0,1,4.7,0,0
